Building,Floor,Suite,Room,Room Type,Suite Size (if applicable),Is Suite?,Room Size,Has Kitchen?,Has Bathroom?,Common Area Size,Floor Plan Link
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 344,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 345,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_3_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 411,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 412,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 413,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 414,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 415,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 416,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 421,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 422,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 423,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 424,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 425,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 431,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 432,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 433,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 434,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 435,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 436,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 440,GRADCTR B 440 441,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 440,GRADCTR B 440 442,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 440,GRADCTR B 440 443,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 440,GRADCTR B 440 444,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 440,GRADCTR B 440 445,Single (Suite/Apartment),,No,193,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_4_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 511,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 512,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 513,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 514,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 515,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 516,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 521,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 522,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 523,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 524,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 525,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 530,GRADCTR B 530 531,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 530,GRADCTR B 530 532,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 530,GRADCTR B 530 533,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 530,GRADCTR B 530 534,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 530,GRADCTR B 530 535,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 541,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 542,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 544,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 545,Single (Suite/Apartment),,No,193,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_5_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 611,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 612,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 613,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 614,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 615,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 616,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 630,GRADCTR B 630 632,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 630,GRADCTR B 630 633,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 630,GRADCTR B 630 634,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 630,GRADCTR B 630 635,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 630,GRADCTR B 630 636,Single (Suite/Apartment),,No,225,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 640,GRADCTR B 640 644,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100108_6_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 110,GRADCTR C 110 113,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 130,GRADCTR C 130 133,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 140,GRADCTR C 140 141,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 140,GRADCTR C 140 142,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 140,GRADCTR C 140 143,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 140,GRADCTR C 140 144,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 140,GRADCTR C 140 145,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_1_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 220,GRADCTR C 220 221,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 220,GRADCTR C 220 222,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 220,GRADCTR C 220 223,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 220,GRADCTR C 220 224,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 220,GRADCTR C 220 225,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 231,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 235,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 236,Single (Suite/Apartment),,No,225,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 240,GRADCTR C 240 241,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 240,GRADCTR C 240 242,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 240,GRADCTR C 240 243,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 240,GRADCTR C 240 244,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 240,GRADCTR C 240 245,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_2_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 320,GRADCTR C 320 321,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_3_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 320,GRADCTR C 320 324,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_3_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 320,GRADCTR C 320 325,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_3_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 330,GRADCTR C 330 333,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_3_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 420,GRADCTR C 420 421,Single (Suite/Apartment),,No,185,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_4_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 420,GRADCTR C 420 422,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_4_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 420,GRADCTR C 420 423,Single (Suite/Apartment),,No,192,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_4_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 420,GRADCTR C 420 424,Single (Suite/Apartment),,No,181,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_4_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 420,GRADCTR C 420 425,Single (Suite/Apartment),,No,193,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_4_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 430,GRADCTR C 430 435,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_4_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 510,GRADCTR C 510 511,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_5_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 510,GRADCTR C 510 512,Single (Suite/Apartment),,No,217,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_5_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 510,GRADCTR C 510 513,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_5_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 510,GRADCTR C 510 514,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_5_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 510,GRADCTR C 510 515,Single (Suite/Apartment),,No,213,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_5_dwg_base_a_8x11l.pdf
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 510,GRADCTR C 510 516,Single (Suite/Apartment),,No,224,No,Semi,0,https://brown.edu/Facilities/Facilities_Management/maps/docx/floor_plan/m_100176_5_dwg_base_a_8x11l.pdf
